Loan_ID,Application_Date,Age,Gender,Region,Annual_Income,Employment_Years,Home_Ownership,Education,Loan_Purpose,Credit_Score,Previous_Defaults,Loan_Amount_Requested,Application_Status,Funded_Amount,Interest_Rate,Loan_Term_Months,Loan_Status,Loan_Quality,Total_Received,Total_Interest_Received
LN101691,10-10-2023,29,Male,North,41400,21,RENT,Bachelor's,Personal,765,0,3800,Approved,3270,7.68,12,Current,Good Loan,1419.09,54.49
LN101692,29-12-2024,41,Male,West,64200,33,RENT,Master's,Debt Consolidation,546,0,26600,Rejected,0,,48,Not Funded,N/A,0,0
LN101693,01-03-2023,31,Male,North,61400,9,MORTGAGE,High School,Business,397,0,16800,Rejected,0,,24,Not Funded,N/A,0,0
LN101694,25-09-2024,25,Male,North,72200,25,RENT,High School,Debt Consolidation,469,1,26800,Rejected,0,,36,Not Funded,N/A,0,0
LN101695,09-12-2023,55,Male,South,72700,31,RENT,Master's,Car,609,2,6400,Rejected,0,,24,Not Funded,N/A,0,0
LN101696,15-07-2023,47,Female,Central,64100,26,MORTGAGE,Bachelor's,Debt Consolidation,725,1,5600,Rejected,0,,36,Not Funded,N/A,0,0
LN101697,07-04-2024,22,Female,North,36900,11,RENT,Master's,Debt Consolidation,366,0,10600,Rejected,0,,12,Not Funded,N/A,0,0
LN101698,13-08-2024,44,Male,North,82100,22,RENT,PhD,Car,355,2,17000,Rejected,0,,60,Not Funded,N/A,0,0
LN101699,01-06-2023,51,Female,North,51600,13,RENT,High School,Home Improvement,816,0,10900,Approved,9490,7.16,48,Fully Paid,Good Loan,9490,339.74
LN101700,04-03-2023,53,Male,South,60400,33,RENT,High School,Education,450,0,4200,Rejected,0,,36,Not Funded,N/A,0,0
LN101701,09-06-2022,59,Female,East,56800,16,MORTGAGE,Bachelor's,Car,617,0,13700,Approved,13250,12.7,60,Fully Paid,Good Loan,13250,841.38
LN101702,29-05-2022,50,Female,North,110000,5,MORTGAGE,Master's,Home Improvement,440,1,28500,Rejected,0,,12,Not Funded,N/A,0,0
LN101703,15-02-2024,57,Male,West,31600,26,MORTGAGE,High School,Debt Consolidation,614,0,23700,Approved,21050,10.02,48,Fully Paid,Good Loan,21050,1054.6
LN101704,08-03-2022,48,Male,West,46400,7,MORTGAGE,High School,Debt Consolidation,305,0,38600,Rejected,0,,24,Not Funded,N/A,0,0
LN101705,10-10-2024,51,Female,West,68800,32,MORTGAGE,High School,Education,488,0,18000,Rejected,0,,48,Not Funded,N/A,0,0
LN101706,16-01-2023,31,Female,East,54700,34,MORTGAGE,Bachelor's,Debt Consolidation,616,0,14000,Approved,13930,10.4,24,Current,Good Loan,7412.53,385.45
LN101707,27-02-2022,43,Female,South,43600,16,RENT,Bachelor's,Education,823,0,28100,Approved,26660,4.33,36,Current,Good Loan,14365.66,311.02
LN101708,08-12-2022,22,Female,South,22900,25,MORTGAGE,Master's,Home Improvement,462,0,17100,Rejected,0,,24,Not Funded,N/A,0,0
LN101709,28-12-2023,60,Female,East,47600,6,MORTGAGE,Bachelor's,Home Improvement,667,0,25100,Approved,24220,10.89,24,Fully Paid,Good Loan,24220,1318.78
LN101710,09-02-2024,61,Male,North,63800,23,OWN,Master's,Debt Consolidation,816,0,37900,Approved,35530,4.38,48,Fully Paid,Good Loan,35530,778.11
LN101711,06-09-2023,47,Male,West,69200,24,OWN,Bachelor's,Home Improvement,365,0,20500,Rejected,0,,36,Not Funded,N/A,0,0
LN101712,20-12-2022,55,Male,South,50200,34,RENT,Bachelor's,Debt Consolidation,623,1,20400,Rejected,0,,12,Not Funded,N/A,0,0
LN101713,26-04-2022,22,Male,South,58700,25,RENT,Bachelor's,Home Improvement,492,2,31200,Rejected,0,,48,Not Funded,N/A,0,0
LN101714,24-10-2023,59,Male,South,32400,4,MORTGAGE,Bachelor's,Medical,664,0,30500,Approved,30110,10.07,36,Charged Off,Bad Loan,9756.19,491.22
LN101715,29-03-2023,57,Female,North,64600,34,RENT,High School,Debt Consolidation,669,0,21100,Rejected,0,,60,Not Funded,N/A,0,0
LN101716,14-10-2022,41,Male,Central,54400,29,RENT,Bachelor's,Personal,635,0,3500,Rejected,0,,12,Not Funded,N/A,0,0
LN101717,13-10-2024,25,Male,North,58400,24,RENT,Bachelor's,Business,432,0,39300,Approved,37440,13.57,24,Charged Off,Bad Loan,4479.55,303.94
LN101718,07-11-2022,41,Female,Central,49100,23,RENT,High School,Debt Consolidation,440,1,15700,Rejected,0,,60,Not Funded,N/A,0,0
LN101719,27-07-2022,49,Male,East,59600,29,RENT,High School,Personal,635,1,13400,Rejected,0,,24,Not Funded,N/A,0,0
LN101720,10-09-2023,40,Male,Central,72100,19,MORTGAGE,High School,Business,798,1,39300,Rejected,0,,36,Not Funded,N/A,0,0
LN101721,22-03-2023,58,Female,East,60800,2,OWN,High School,Business,475,0,35000,Rejected,0,,12,Not Funded,N/A,0,0
LN101722,01-11-2023,40,Female,Central,23900,31,RENT,Bachelor's,Debt Consolidation,335,0,13900,Rejected,0,,12,Not Funded,N/A,0,0
LN101723,25-09-2023,45,Male,North,61300,7,RENT,Bachelor's,Home Improvement,442,0,13000,Rejected,0,,48,Not Funded,N/A,0,0
LN101724,24-02-2022,22,Male,East,45500,22,MORTGAGE,High School,Medical,827,0,29100,Approved,28910,4,36,Current,Good Loan,12471.23,249.42
LN101725,30-06-2024,52,Female,North,39400,15,RENT,Bachelor's,Debt Consolidation,803,1,14000,Approved,12320,5.83,24,Fully Paid,Good Loan,12320,359.13
LN101726,01-11-2024,46,Male,South,99400,34,OWN,PhD,Business,305,0,10800,Rejected,0,,24,Not Funded,N/A,0,0
LN101727,19-10-2023,26,Male,East,35600,24,RENT,High School,Education,523,0,39200,Rejected,0,,24,Not Funded,N/A,0,0
LN101728,06-09-2024,61,Female,East,37500,14,OWN,High School,Debt Consolidation,655,0,23100,Approved,20060,11.88,24,Fully Paid,Good Loan,20060,1191.56
LN101729,30-05-2023,23,Male,South,19800,7,RENT,Bachelor's,Car,335,0,30700,Rejected,0,,12,Not Funded,N/A,0,0
LN101730,25-08-2022,53,Male,North,103600,33,MORTGAGE,Bachelor's,Debt Consolidation,845,0,28800,Approved,27410,4.05,12,Fully Paid,Good Loan,27410,555.05
LN101731,14-12-2022,21,Male,West,80900,24,MORTGAGE,Bachelor's,Debt Consolidation,824,1,30500,Approved,30090,5.85,24,Current,Good Loan,21753.44,636.29
LN101732,19-09-2023,25,Female,East,46700,18,OWN,Bachelor's,Personal,356,0,36200,Rejected,0,,48,Not Funded,N/A,0,0
LN101733,22-09-2023,33,Female,North,71400,12,MORTGAGE,Bachelor's,Debt Consolidation,306,0,20500,Rejected,0,,60,Not Funded,N/A,0,0
LN101734,30-12-2022,39,Male,Central,19900,11,MORTGAGE,Master's,Car,742,0,30400,Approved,25990,6.78,36,Charged Off,Bad Loan,8642.12,292.97
LN101735,17-11-2022,32,Male,Central,67100,14,MORTGAGE,PhD,Education,614,0,32100,Approved,29240,12.2,24,Fully Paid,Good Loan,29240,1783.64
LN101736,13-10-2022,45,Male,Central,36800,22,MORTGAGE,Bachelor's,Business,410,0,37900,Rejected,0,,36,Not Funded,N/A,0,0
LN101737,29-05-2022,55,Male,West,115100,1,OWN,PhD,Business,415,0,28800,Approved,28240,16.6,24,Charged Off,Bad Loan,152.35,12.65
LN101738,10-02-2023,32,Male,North,63900,22,RENT,Bachelor's,Debt Consolidation,606,0,35800,Approved,34080,10.25,48,Fully Paid,Good Loan,34080,1746.6
LN101739,04-09-2024,50,Female,Central,57500,4,RENT,Bachelor's,Education,609,0,4700,Approved,4070,10.35,60,Current,Good Loan,3223.88,166.84
LN101740,01-04-2023,25,Male,South,37400,33,RENT,Bachelor's,Personal,393,1,5900,Rejected,0,,24,Not Funded,N/A,0,0
LN101741,10-03-2024,54,Male,North,37600,9,RENT,Master's,Debt Consolidation,491,0,7200,Rejected,0,,24,Not Funded,N/A,0,0
LN101742,09-10-2024,42,Male,West,70700,26,MORTGAGE,Master's,Home Improvement,578,0,6600,Approved,6340,12.53,60,Charged Off,Bad Loan,2486.24,155.76
LN101743,23-02-2024,59,Male,South,37300,3,RENT,High School,Business,354,0,4400,Rejected,0,,24,Not Funded,N/A,0,0
LN101744,05-04-2023,33,Male,East,36600,3,MORTGAGE,Bachelor's,Debt Consolidation,316,0,5800,Rejected,0,,12,Not Funded,N/A,0,0
LN101745,08-01-2024,23,Male,North,102000,7,MORTGAGE,Master's,Medical,634,0,39800,Approved,36920,10.11,48,Fully Paid,Good Loan,36920,1866.31
LN101746,24-05-2023,40,Female,East,61700,5,MORTGAGE,Bachelor's,Education,361,0,11600,Rejected,0,,12,Not Funded,N/A,0,0
LN101747,26-04-2023,51,Female,East,33100,24,MORTGAGE,High School,Debt Consolidation,626,0,19600,Rejected,0,,48,Not Funded,N/A,0,0
LN101748,24-04-2022,25,Male,South,69400,26,RENT,High School,Business,427,0,33000,Rejected,0,,12,Not Funded,N/A,0,0
LN101749,19-01-2024,44,Male,North,47800,19,OWN,Bachelor's,Home Improvement,799,0,5600,Approved,5540,5.54,12,Fully Paid,Good Loan,5540,153.46
LN101750,27-12-2022,60,Male,East,24500,26,RENT,Bachelor's,Debt Consolidation,558,0,13400,Approved,12150,12.83,24,Charged Off,Bad Loan,4379.36,280.94
LN101751,07-12-2022,53,Male,South,43300,6,MORTGAGE,High School,Car,709,0,7200,Rejected,0,,48,Not Funded,N/A,0,0
LN101752,09-02-2024,28,Female,South,33800,22,RENT,Bachelor's,Debt Consolidation,442,1,3400,Rejected,0,,48,Not Funded,N/A,0,0
LN101753,31-01-2024,44,Male,Central,60800,19,RENT,Master's,Business,696,1,38500,Rejected,0,,24,Not Funded,N/A,0,0
LN101754,26-08-2024,40,Female,South,40300,33,OWN,High School,Business,658,1,34500,Rejected,0,,48,Not Funded,N/A,0,0
LN101755,25-03-2023,36,Female,Central,56400,28,MORTGAGE,High School,Business,618,1,35300,Rejected,0,,48,Not Funded,N/A,0,0
LN101756,14-04-2024,32,Female,North,73100,4,RENT,Master's,Debt Consolidation,577,0,34900,Approved,30090,12.94,24,Charged Off,Bad Loan,8566.85,554.28
LN101757,07-11-2022,33,Female,South,156800,26,MORTGAGE,Master's,Car,390,0,7000,Approved,6150,20.48,36,Current,Good Loan,2995.37,306.73
LN101758,19-09-2022,62,Male,North,132100,11,MORTGAGE,High School,Personal,381,0,31600,Rejected,0,,60,Not Funded,N/A,0,0
LN101759,10-02-2023,59,Female,South,59900,16,RENT,Bachelor's,Business,318,0,29400,Rejected,0,,12,Not Funded,N/A,0,0
LN101760,23-05-2022,45,Female,North,52900,33,MORTGAGE,Bachelor's,Debt Consolidation,678,0,37100,Approved,33950,9.06,48,Fully Paid,Good Loan,33950,1537.94
LN101761,08-12-2022,52,Female,South,41400,29,MORTGAGE,High School,Car,668,1,9600,Rejected,0,,60,Not Funded,N/A,0,0
LN101762,01-09-2022,44,Male,South,25900,5,OWN,Master's,Personal,757,0,17100,Approved,16140,9.47,24,Current,Good Loan,5858.97,277.42
LN101763,05-05-2023,64,Female,South,19400,31,MORTGAGE,Bachelor's,Medical,318,0,12500,Rejected,0,,48,Not Funded,N/A,0,0
LN101764,12-01-2022,29,Male,East,37100,31,MORTGAGE,Bachelor's,Home Improvement,552,0,11100,Rejected,0,,60,Not Funded,N/A,0,0
LN101765,15-07-2023,60,Female,Central,113200,8,RENT,Bachelor's,Debt Consolidation,663,0,26400,Approved,23300,8.65,12,Current,Good Loan,5274.45,228.12
LN101766,11-02-2022,43,Male,North,111500,21,RENT,Master's,Debt Consolidation,492,1,7400,Approved,6640,14.91,60,Current,Good Loan,2760.25,205.78
LN101767,09-11-2023,33,Female,West,56000,9,RENT,High School,Debt Consolidation,577,0,19100,Approved,17060,10.33,36,Fully Paid,Good Loan,17060,881.15
LN101768,17-08-2023,52,Male,West,66800,28,OWN,Bachelor's,Debt Consolidation,334,1,26200,Rejected,0,,48,Not Funded,N/A,0,0
LN101769,14-05-2022,35,Male,East,41300,10,RENT,Bachelor's,Personal,543,0,6100,Approved,5280,15.57,12,Fully Paid,Good Loan,5280,411.05
LN101770,26-12-2024,56,Male,Central,53400,27,RENT,High School,Education,372,1,11000,Rejected,0,,12,Not Funded,N/A,0,0
LN101771,27-10-2024,25,Male,Central,38200,1,MORTGAGE,Master's,Debt Consolidation,566,0,38700,Rejected,0,,12,Not Funded,N/A,0,0
LN101772,05-08-2024,42,Male,South,38200,20,RENT,High School,Business,633,0,32000,Approved,31800,11.58,36,Fully Paid,Good Loan,31800,1841.22
LN101773,14-03-2022,36,Male,West,71400,30,OWN,Bachelor's,Debt Consolidation,467,2,27400,Rejected,0,,60,Not Funded,N/A,0,0
LN101774,03-02-2023,61,Female,West,41300,16,RENT,Master's,Education,639,0,34400,Approved,33780,12.42,12,Fully Paid,Good Loan,33780,2097.74
LN101775,01-08-2023,30,Female,South,67600,26,MORTGAGE,Bachelor's,Home Improvement,396,0,1500,Rejected,0,,36,Not Funded,N/A,0,0
LN101776,08-05-2024,44,Female,South,50700,29,RENT,Bachelor's,Debt Consolidation,363,0,1200,Rejected,0,,48,Not Funded,N/A,0,0
LN101777,10-05-2022,38,Male,Central,102500,7,RENT,Master's,Debt Consolidation,395,0,7000,Rejected,0,,48,Not Funded,N/A,0,0
LN101778,19-07-2024,38,Male,West,69500,4,MORTGAGE,Bachelor's,Education,845,0,20300,Approved,19240,5.04,24,Fully Paid,Good Loan,19240,484.85
LN101779,23-09-2022,27,Male,North,60500,25,MORTGAGE,High School,Home Improvement,668,0,23200,Approved,21690,11.54,36,Fully Paid,Good Loan,21690,1251.51
LN101780,03-03-2024,24,Female,North,28500,5,RENT,Bachelor's,Business,644,0,5400,Rejected,0,,12,Not Funded,N/A,0,0
LN101781,10-09-2022,46,Female,Central,43400,15,RENT,Bachelor's,Car,741,1,3800,Approved,3520,8.6,36,Fully Paid,Good Loan,3520,151.36
LN101782,01-04-2024,25,Male,North,53000,0,RENT,Bachelor's,Education,750,1,33300,Approved,32280,7.37,36,Fully Paid,Good Loan,32280,1189.52
LN101783,13-06-2022,36,Male,West,55500,8,RENT,Bachelor's,Business,533,0,19100,Rejected,0,,60,Not Funded,N/A,0,0
LN101784,05-04-2022,55,Female,South,73000,20,MORTGAGE,High School,Personal,456,1,39700,Rejected,0,,24,Not Funded,N/A,0,0
LN101785,12-04-2024,46,Female,North,59400,6,MORTGAGE,Bachelor's,Debt Consolidation,327,0,9900,Rejected,0,,36,Not Funded,N/A,0,0
LN101786,02-12-2022,38,Female,North,34000,14,RENT,Bachelor's,Debt Consolidation,771,0,26200,Rejected,0,,12,Not Funded,N/A,0,0
LN101787,01-04-2024,49,Female,South,70700,23,RENT,High School,Personal,757,0,32400,Approved,30900,5.66,24,Current,Good Loan,26671.12,754.79
LN101788,26-08-2022,43,Male,North,44000,4,MORTGAGE,Master's,Car,637,0,35000,Rejected,0,,48,Not Funded,N/A,0,0
LN101789,16-01-2023,34,Male,East,40500,28,RENT,Bachelor's,Debt Consolidation,721,0,12900,Approved,11660,7.63,36,Current,Good Loan,4246.08,161.99
LN101790,17-06-2024,35,Male,East,33000,10,MORTGAGE,Bachelor's,Personal,674,0,8500,Rejected,0,,60,Not Funded,N/A,0,0
LN101791,28-04-2023,53,Male,South,46300,3,MORTGAGE,Master's,Debt Consolidation,598,2,9800,Rejected,0,,12,Not Funded,N/A,0,0
LN101792,20-06-2024,45,Male,West,42200,9,RENT,High School,Car,324,0,27000,Rejected,0,,36,Not Funded,N/A,0,0
LN101793,14-11-2024,41,Male,East,91300,33,RENT,Bachelor's,Debt Consolidation,365,0,21400,Rejected,0,,60,Not Funded,N/A,0,0
LN101794,27-04-2023,37,Male,South,48000,3,RENT,Master's,Debt Consolidation,828,0,24400,Approved,22060,6.3,48,Fully Paid,Good Loan,22060,694.89
LN101795,05-07-2024,43,Male,South,68800,9,MORTGAGE,High School,Home Improvement,690,0,1800,Approved,1650,10.57,36,Charged Off,Bad Loan,249.68,13.2
LN101796,20-09-2024,63,Male,South,24100,32,MORTGAGE,Master's,Car,577,0,16200,Approved,15770,12,60,Charged Off,Bad Loan,4464.17,267.85
LN101797,21-08-2024,37,Male,Central,75700,17,MORTGAGE,Master's,Medical,309,1,13100,Rejected,0,,12,Not Funded,N/A,0,0
LN101798,21-06-2023,34,Male,West,72300,11,OWN,Bachelor's,Personal,645,1,34700,Rejected,0,,12,Not Funded,N/A,0,0
LN101799,01-11-2024,49,Female,South,28100,22,MORTGAGE,High School,Business,440,1,31300,Rejected,0,,48,Not Funded,N/A,0,0
LN101800,08-05-2022,40,Female,West,36600,24,MORTGAGE,PhD,Business,327,0,17800,Rejected,0,,24,Not Funded,N/A,0,0
LN101801,02-04-2022,50,Male,South,40200,3,RENT,Bachelor's,Debt Consolidation,399,0,25600,Rejected,0,,36,Not Funded,N/A,0,0
LN101802,27-06-2023,39,Male,North,49500,12,RENT,Bachelor's,Debt Consolidation,486,0,2900,Rejected,0,,60,Not Funded,N/A,0,0
LN101803,25-04-2024,59,Male,East,39500,17,RENT,Master's,Business,692,0,25900,Approved,25650,7.98,48,Current,Good Loan,22321.29,890.62
LN101804,15-09-2024,33,Female,West,48500,28,MORTGAGE,Bachelor's,Medical,610,0,4800,Approved,4700,10.4,48,Fully Paid,Good Loan,4700,244.4
LN101805,23-03-2023,38,Male,South,72700,29,RENT,Bachelor's,Car,560,0,28800,Rejected,0,,60,Not Funded,N/A,0,0
LN101806,25-01-2023,43,Male,Central,42100,27,MORTGAGE,Master's,Debt Consolidation,368,0,23400,Rejected,0,,24,Not Funded,N/A,0,0
LN101807,03-11-2023,53,Female,South,61900,6,MORTGAGE,Bachelor's,Medical,337,1,12700,Rejected,0,,24,Not Funded,N/A,0,0
LN101808,12-02-2022,59,Male,South,58600,23,RENT,Master's,Car,365,0,15500,Rejected,0,,48,Not Funded,N/A,0,0
LN101809,11-09-2022,60,Male,Central,15000,9,MORTGAGE,High School,Home Improvement,774,1,4500,Approved,4150,8.01,48,Charged Off,Bad Loan,510.43,20.44
LN101810,19-12-2024,38,Male,East,37700,26,RENT,Bachelor's,Education,793,0,13600,Approved,13030,7.71,48,Fully Paid,Good Loan,13030,502.31
LN101811,25-10-2023,29,Male,West,84400,20,MORTGAGE,Bachelor's,Home Improvement,766,0,38700,Approved,36630,8.37,48,Fully Paid,Good Loan,36630,1532.97
LN101812,12-04-2023,53,Male,West,36200,28,MORTGAGE,High School,Personal,363,0,20000,Rejected,0,,48,Not Funded,N/A,0,0
LN101813,14-10-2022,52,Female,Central,33500,6,MORTGAGE,High School,Debt Consolidation,479,0,19500,Rejected,0,,36,Not Funded,N/A,0,0
LN101814,07-10-2024,37,Male,North,86300,12,RENT,Bachelor's,Home Improvement,398,0,25500,Approved,23860,17.01,36,Current,Good Loan,4975.47,423.16
LN101815,17-02-2024,39,Female,South,58000,22,RENT,Bachelor's,Debt Consolidation,836,0,19900,Approved,19260,5.75,36,Current,Good Loan,8993.28,258.56
LN101816,11-12-2022,47,Male,West,104400,24,RENT,Bachelor's,Car,603,0,14900,Approved,12880,11.46,12,Fully Paid,Good Loan,12880,738.02
LN101817,04-10-2023,26,Male,East,44000,12,RENT,Master's,Debt Consolidation,372,0,6400,Rejected,0,,36,Not Funded,N/A,0,0
LN101818,17-01-2023,55,Male,East,93100,29,OWN,Bachelor's,Business,846,1,25600,Approved,22880,4.7,36,Fully Paid,Good Loan,22880,537.68
LN101819,21-11-2023,57,Male,North,36300,25,RENT,Master's,Medical,442,0,30200,Rejected,0,,24,Not Funded,N/A,0,0
LN101820,15-12-2024,54,Male,South,17100,11,OWN,High School,Business,513,0,37000,Rejected,0,,48,Not Funded,N/A,0,0
LN101821,02-04-2023,40,Male,East,73300,0,OWN,Bachelor's,Home Improvement,604,0,1100,Approved,940,12.43,60,Current,Good Loan,434.49,27
LN101822,09-09-2024,45,Female,South,70100,17,RENT,High School,Debt Consolidation,713,1,3600,Approved,3450,9.88,24,Fully Paid,Good Loan,3450,170.43
LN101823,24-03-2022,24,Male,North,73300,20,RENT,Master's,Debt Consolidation,644,0,36100,Approved,31240,11.21,12,Fully Paid,Good Loan,31240,1751
LN101824,29-05-2022,30,Male,North,49400,23,MORTGAGE,Bachelor's,Personal,793,0,25600,Approved,25050,5.41,24,Fully Paid,Good Loan,25050,677.6
LN101825,09-07-2022,30,Male,North,104800,16,RENT,Bachelor's,Education,424,0,38400,Approved,33360,16.02,60,Charged Off,Bad Loan,1066.44,85.42
LN101826,01-06-2024,44,Male,West,80000,8,MORTGAGE,Bachelor's,Car,707,0,17800,Approved,15650,6.97,24,Fully Paid,Good Loan,15650,545.4
LN101827,20-09-2022,41,Male,West,78500,27,RENT,Bachelor's,Business,535,0,17300,Approved,15360,14.41,24,Fully Paid,Good Loan,15360,1106.69
LN101828,04-02-2023,31,Male,North,57200,14,RENT,Master's,Debt Consolidation,643,0,14400,Approved,13810,9.57,36,Charged Off,Bad Loan,100.69,4.82
LN101829,03-02-2024,47,Male,North,29600,12,RENT,Bachelor's,Debt Consolidation,820,0,6600,Approved,5900,6.26,12,Fully Paid,Good Loan,5900,184.67
LN101830,01-09-2023,36,Male,East,55900,27,RENT,Bachelor's,Debt Consolidation,826,0,15800,Approved,14840,6.19,36,Current,Good Loan,10954.7,339.05
LN101831,24-02-2024,46,Female,South,63700,16,MORTGAGE,PhD,Medical,363,0,1600,Rejected,0,,60,Not Funded,N/A,0,0
LN101832,11-04-2022,50,Male,West,135200,8,OWN,PhD,Business,801,1,20900,Approved,19030,6.66,12,Current,Good Loan,6665.45,221.96
LN101833,30-03-2024,36,Male,West,61100,20,RENT,High School,Business,310,0,34000,Rejected,0,,60,Not Funded,N/A,0,0
LN101834,30-03-2024,27,Female,Central,33800,29,MORTGAGE,Bachelor's,Car,729,0,13500,Approved,11710,7.88,60,Current,Good Loan,4839.82,190.69
LN101835,24-02-2023,36,Female,East,66900,10,RENT,Bachelor's,Home Improvement,600,0,4700,Approved,4610,13.12,24,Fully Paid,Good Loan,4610,302.42
LN101836,04-05-2022,55,Female,South,95400,29,RENT,Bachelor's,Personal,545,0,39000,Rejected,0,,24,Not Funded,N/A,0,0
LN101837,26-02-2023,36,Male,East,116900,24,MORTGAGE,Bachelor's,Debt Consolidation,393,1,6000,Rejected,0,,24,Not Funded,N/A,0,0
LN101838,22-12-2024,60,Female,North,51600,6,MORTGAGE,Bachelor's,Personal,614,1,21600,Rejected,0,,24,Not Funded,N/A,0,0
LN101839,07-02-2024,32,Female,North,49500,19,RENT,PhD,Car,452,2,32600,Rejected,0,,12,Not Funded,N/A,0,0
LN101840,28-04-2023,55,Male,North,28700,34,MORTGAGE,Bachelor's,Home Improvement,539,0,10800,Rejected,0,,36,Not Funded,N/A,0,0
LN101841,03-06-2023,41,Female,South,41300,9,MORTGAGE,Bachelor's,Business,439,0,33800,Rejected,0,,12,Not Funded,N/A,0,0
LN101842,04-06-2022,63,Male,South,65800,34,RENT,Master's,Car,515,1,22700,Rejected,0,,24,Not Funded,N/A,0,0
LN101843,02-04-2022,56,Female,North,27300,0,MORTGAGE,High School,Business,669,0,13900,Approved,12370,11.15,48,Fully Paid,Good Loan,12370,689.63
LN101844,08-09-2024,37,Female,East,136100,13,RENT,Bachelor's,Debt Consolidation,592,0,34800,Approved,31790,12.71,60,Charged Off,Bad Loan,2933.87,186.45
LN101845,31-03-2023,52,Female,Central,46100,4,MORTGAGE,High School,Personal,540,0,25300,Approved,23180,14.37,24,Fully Paid,Good Loan,23180,1665.48
LN101846,21-08-2023,61,Female,North,57200,33,MORTGAGE,Master's,Business,834,1,25000,Approved,22270,5.47,24,Charged Off,Bad Loan,814.65,22.28
LN101847,25-05-2023,26,Male,East,63200,23,RENT,Master's,Business,620,0,20700,Approved,18500,10.76,60,Fully Paid,Good Loan,18500,995.3
LN101848,21-01-2023,44,Male,North,90000,3,MORTGAGE,High School,Debt Consolidation,344,0,11700,Rejected,0,,60,Not Funded,N/A,0,0
LN101849,09-02-2023,47,Female,Central,61100,26,MORTGAGE,High School,Debt Consolidation,583,0,12900,Approved,12100,12.69,36,Current,Good Loan,7541.64,478.52
LN101850,03-09-2022,40,Female,South,33500,4,MORTGAGE,Bachelor's,Medical,511,0,4400,Rejected,0,,12,Not Funded,N/A,0,0
LN101851,12-01-2024,45,Female,Central,65500,12,RENT,Bachelor's,Home Improvement,386,0,10500,Rejected,0,,60,Not Funded,N/A,0,0
LN101852,23-10-2023,22,Female,South,90000,20,MORTGAGE,Bachelor's,Personal,306,0,11800,Rejected,0,,12,Not Funded,N/A,0,0
LN101853,12-10-2023,29,Female,West,36200,31,RENT,Bachelor's,Education,758,0,3300,Approved,3060,5.89,24,Current,Good Loan,2252.45,66.33
LN101854,19-06-2024,48,Female,North,77700,30,MORTGAGE,Bachelor's,Personal,482,0,5300,Approved,5160,12.59,48,Charged Off,Bad Loan,1886.44,118.75
